Date,Open,High,Low,Close,Adj Close,Volume
2016-03-03,52.970001,52.970001,51.779999,52.349998,52.349998,24427800
2016-03-04,52.400002,52.450001,51.709999,52.029999,52.029999,33034200
2016-03-07,51.560001,51.799999,50.580002,51.029999,51.029999,38407800
2016-03-08,50.799999,52.130001,50.599998,51.650002,51.650002,33835100
2016-03-09,51.889999,52.849998,51.860001,52.840000,52.840000,28251600
2016-03-10,52.930000,52.939999,51.160000,52.049999,52.049999,38387800
2016-03-11,53.000000,53.070000,52.380001,53.070000,53.070000,32275700
2016-03-14,52.709999,53.590000,52.630001,53.169998,53.169998,24083600
2016-03-15,52.750000,53.590000,52.740002,53.590000,53.590000,21104800
2016-03-16,53.450001,54.599998,53.400002,54.349998,54.349998,31691700
2016-03-17,54.209999,55.000000,54.000000,54.660000,54.660000,28223900
2016-03-18,54.919998,54.970001,53.450001,53.490002,53.490002,67625500
2016-03-21,53.250000,53.930000,52.930000,53.860001,53.860001,23925700
2016-03-22,53.610001,54.250000,53.459999,54.070000,54.070000,23124100
2016-03-23,54.110001,54.240002,53.740002,53.970001,53.970001,20129000
2016-03-24,53.840000,54.330002,53.730000,54.209999,54.209999,19950000
2016-03-28,54.209999,54.290001,53.330002,53.540001,53.540001,17025100
2016-03-29,53.660000,54.860001,53.450001,54.709999,54.709999,23924300
2016-03-30,54.930000,55.639999,54.900002,55.049999,55.049999,23008300
2016-03-31,54.950001,55.590000,54.860001,55.230000,55.230000,26360500
2016-04-01,55.049999,55.610001,54.570000,55.570000,55.570000,24399200
2016-04-04,55.430000,55.660000,55.000000,55.430000,55.430000,18928800
2016-04-05,55.189999,55.299999,54.459999,54.560001,54.560001,19272300
2016-04-06,54.360001,55.200001,54.209999,55.119999,55.119999,21188700
2016-04-07,54.869999,54.910000,54.230000,54.459999,54.459999,19225100
2016-04-08,54.669998,55.279999,54.320000,54.419998,54.419998,22167200
2016-04-11,54.490002,55.150002,54.299999,54.310001,54.310001,21414200
2016-04-12,54.369999,54.779999,53.759998,54.650002,54.650002,24944300
2016-04-13,55.119999,55.439999,54.889999,55.349998,55.349998,20818000
2016-04-14,55.220001,55.580002,55.070000,55.360001,55.360001,20877100
2016-04-15,55.299999,55.919998,55.110001,55.650002,55.650002,28793800
2016-04-18,55.490002,56.590000,55.209999,56.459999,56.459999,23150300
2016-04-19,56.630001,56.770000,55.680000,56.389999,56.389999,29596800
2016-04-20,56.290001,56.500000,55.490002,55.590000,55.590000,36195700
2016-04-21,55.799999,56.230000,55.419998,55.779999,55.779999,38909100
2016-04-22,51.910000,52.430000,50.770000,51.779999,51.779999,126834100
2016-04-25,51.779999,52.130001,51.630001,52.110001,52.110001,33226900
2016-04-26,52.259998,52.349998,51.090000,51.439999,51.439999,33532600
2016-04-27,51.480000,51.500000,50.549999,50.939999,50.939999,43369300
2016-04-28,50.619999,50.770000,49.560001,49.900002,49.900002,43134800
2016-04-29,49.349998,50.250000,49.349998,49.869999,49.869999,48411700
2016-05-02,50.000000,50.750000,49.779999,50.610001,50.610001,33114500
2016-05-03,50.340000,50.410000,49.599998,49.779999,49.779999,26460200
2016-05-04,49.840000,50.060001,49.459999,49.869999,49.869999,24257600
2016-05-05,49.869999,50.299999,49.730000,49.939999,49.939999,25390700
2016-05-06,49.919998,50.389999,49.660000,50.389999,50.389999,24715600
2016-05-09,50.490002,50.590000,50.000000,50.070000,50.070000,17951600
2016-05-10,50.330002,51.099998,50.189999,51.020000,51.020000,22891000
2016-05-11,51.130001,51.779999,51.000000,51.049999,51.049999,24039100
2016-05-12,51.200001,51.810001,50.919998,51.509998,51.509998,24102800
2016-05-13,51.439999,51.900002,51.040001,51.080002,51.080002,22592300
2016-05-16,50.799999,51.959999,50.750000,51.830002,51.830002,20032000
2016-05-17,51.720001,51.730000,50.360001,50.509998,50.509998,27803500
2016-05-18,50.480000,51.139999,50.299999,50.810001,50.810001,24907500
2016-05-19,50.470001,50.619999,49.820000,50.320000,50.320000,23842400
2016-05-20,50.480000,51.220001,50.400002,50.619999,50.619999,23905800
2016-05-23,50.599998,50.680000,49.980000,50.029999,50.029999,26118700
2016-05-24,50.700001,51.709999,50.400002,51.590000,51.590000,34757900
2016-05-25,51.919998,52.490002,51.790001,52.119999,52.119999,24040200
2016-05-26,51.930000,51.980000,51.360001,51.889999,51.889999,24335200
2016-05-27,51.919998,52.320000,51.770000,52.320000,52.320000,17653700
2016-05-31,52.259998,53.000000,52.080002,53.000000,53.000000,37653100
2016-06-01,52.439999,52.950001,52.439999,52.849998,52.849998,25324800
2016-06-02,52.639999,52.740002,51.840000,52.480000,52.480000,22840800
2016-06-03,52.380001,52.419998,51.599998,51.790001,51.790001,23081300
2016-06-06,51.990002,52.349998,51.889999,52.130001,52.130001,18243300
2016-06-07,52.240002,52.730000,52.099998,52.099998,52.099998,20866800
2016-06-08,52.020000,52.439999,51.869999,52.040001,52.040001,21149400
2016-06-09,52.000000,52.000000,51.490002,51.619999,51.619999,20305700
2016-06-10,51.049999,52.049999,51.040001,51.480000,51.480000,25833200
2016-06-13,49.580002,50.720001,49.060001,50.139999,50.139999,83217800
2016-06-14,49.900002,50.099998,49.570000,49.830002,49.830002,42577100
2016-06-15,49.779999,50.119999,49.689999,49.689999,49.689999,33757600
2016-06-16,49.520000,50.470001,49.509998,50.389999,50.389999,31188600
2016-06-17,50.410000,50.430000,49.820000,50.130001,50.130001,45710500
2016-06-20,50.639999,50.830002,50.029999,50.070000,50.070000,35607900
2016-06-21,50.200001,51.430000,50.160000,51.189999,51.189999,34097800
2016-06-22,51.080002,51.459999,50.950001,50.990002,50.990002,28816800
2016-06-23,51.279999,52.060001,51.150002,51.910000,51.910000,29028800
2016-06-24,49.810001,50.939999,49.520000,49.830002,49.830002,133503000
2016-06-27,49.099998,49.150002,48.040001,48.430000,48.430000,50216300
2016-06-28,48.919998,49.470001,48.669998,49.439999,49.439999,38140700
2016-06-29,49.910000,50.720001,49.799999,50.540001,50.540001,31304000
2016-06-30,50.720001,51.299999,50.500000,51.169998,51.169998,28527800
2016-07-01,51.130001,51.720001,51.070000,51.160000,51.160000,21400400
2016-07-05,50.830002,51.279999,50.740002,51.169998,51.169998,24806400
2016-07-06,50.779999,51.540001,50.389999,51.380001,51.380001,28167500
2016-07-07,51.419998,51.610001,51.070000,51.380001,51.380001,19585200
2016-07-08,51.730000,52.360001,51.549999,52.299999,52.299999,28391000
2016-07-11,52.500000,52.830002,52.470001,52.590000,52.590000,22269200
2016-07-12,52.939999,53.400002,52.790001,53.209999,53.209999,27317600
2016-07-13,53.560001,53.860001,53.180000,53.509998,53.509998,25356800
2016-07-14,53.840000,53.990002,53.580002,53.740002,53.740002,24545500
2016-07-15,53.950001,54.000000,53.209999,53.700001,53.700001,32024400
2016-07-18,53.700001,54.340000,53.549999,53.959999,53.959999,31433900
2016-07-19,53.709999,53.900002,52.930000,53.090000,53.090000,53336500
2016-07-20,56.150002,56.840000,55.529999,55.910000,55.910000,89893300
2016-07-21,55.980000,56.230000,55.759998,55.799999,55.799999,32776700
2016-07-22,56.080002,56.630001,55.779999,56.570000,56.570000,32157200
2016-07-25,56.470001,56.740002,56.259998,56.730000,56.730000,25610600
2016-07-26,56.520000,57.290001,56.509998,56.759998,56.759998,28079000
2016-07-27,56.610001,56.799999,56.110001,56.189999,56.189999,32327500
2016-07-28,56.000000,56.369999,55.720001,56.209999,56.209999,37550400
2016-07-29,56.259998,56.759998,56.049999,56.680000,56.680000,30558700
2016-08-01,56.599998,56.750000,56.139999,56.580002,56.580002,26003400
2016-08-02,56.849998,56.900002,56.310001,56.580002,56.580002,35122000
2016-08-03,56.680000,57.110001,56.490002,56.970001,56.970001,22075600
2016-08-04,56.799999,57.520000,56.669998,57.389999,57.389999,26587700
2016-08-05,57.650002,58.209999,57.450001,57.959999,57.959999,29335200
2016-08-08,58.060001,58.090000,57.779999,58.060001,58.060001,19473500
2016-08-09,58.169998,58.500000,58.020000,58.200001,58.200001,16920700
2016-08-10,58.160000,58.320000,57.820000,58.020000,58.020000,15756900
2016-08-11,58.029999,58.450001,58.029999,58.299999,58.299999,18162300
2016-08-12,58.029999,58.189999,57.619999,57.939999,57.939999,21655200
2016-08-15,58.009998,58.500000,57.959999,58.119999,58.119999,19283900
2016-08-16,57.610001,57.619999,57.270000,57.439999,57.439999,20523500
2016-08-17,57.540001,57.680000,57.230000,57.560001,57.560001,18856400
2016-08-18,57.419998,57.700001,57.270000,57.599998,57.599998,14214300
2016-08-19,57.430000,57.730000,57.200001,57.619999,57.619999,17271000
2016-08-22,57.599998,57.750000,57.259998,57.669998,57.669998,15221900
2016-08-23,57.900002,58.180000,57.849998,57.889999,57.889999,18732400
2016-08-24,57.799999,58.040001,57.720001,57.950001,57.950001,18151500
2016-08-25,57.880001,58.290001,57.779999,58.169998,58.169998,18552600
2016-08-26,58.279999,58.700001,57.689999,58.029999,58.029999,20971200
2016-08-29,58.180000,58.599998,58.099998,58.099998,58.099998,16417200
2016-08-30,57.980000,58.189999,57.610001,57.889999,57.889999,16930200
2016-08-31,57.650002,57.799999,57.299999,57.459999,57.459999,20860300
2016-09-01,57.009998,57.820000,57.009998,57.590000,57.590000,26075400
2016-09-02,57.669998,58.189999,57.419998,57.669998,57.669998,18900500
2016-09-06,57.779999,57.799999,57.209999,57.610001,57.610001,16278400
2016-09-07,57.470001,57.840000,57.410000,57.660000,57.660000,17493400
2016-09-08,57.630001,57.790001,57.180000,57.430000,57.430000,20146100
2016-09-09,56.790001,57.520000,56.209999,56.209999,56.209999,35113900
2016-09-12,56.000000,57.209999,55.610001,57.049999,57.049999,29303000
2016-09-13,56.500000,56.650002,56.049999,56.529999,56.529999,30130200
2016-09-14,56.389999,56.630001,56.029999,56.259998,56.259998,24062500
2016-09-15,56.150002,57.349998,55.980000,57.189999,57.189999,26847000
2016-09-16,57.630001,57.630001,56.750000,57.250000,57.250000,44607000
2016-09-19,57.270000,57.750000,56.849998,56.930000,56.930000,20937100
2016-09-20,57.349998,57.349998,56.750000,56.810001,56.810001,17384000
2016-09-21,57.509998,57.849998,57.080002,57.759998,57.759998,33707300
2016-09-22,57.919998,58.000000,57.630001,57.820000,57.820000,19822200
2016-09-23,57.869999,57.910000,57.380001,57.430000,57.430000,19955300
2016-09-26,57.080002,57.139999,56.830002,56.900002,56.900002,21688700
2016-09-27,56.930000,58.060001,56.680000,57.950001,57.950001,28065100
2016-09-28,57.880001,58.060001,57.669998,58.029999,58.029999,20536400
2016-09-29,57.810001,58.169998,57.209999,57.400002,57.400002,25463500
2016-09-30,57.570000,57.770000,57.340000,57.599998,57.599998,29910800
2016-10-03,57.410000,57.549999,57.060001,57.419998,57.419998,19189500
2016-10-04,57.270000,57.599998,56.970001,57.240002,57.240002,20085900
2016-10-05,57.290001,57.959999,57.259998,57.639999,57.639999,16726400
2016-10-06,57.740002,57.860001,57.279999,57.740002,57.740002,16212600
2016-10-07,57.849998,57.980000,57.419998,57.799999,57.799999,20089000
2016-10-10,57.910000,58.389999,57.869999,58.040001,58.040001,18196500
2016-10-11,57.889999,58.020000,56.889999,57.189999,57.189999,26497400
2016-10-12,57.110001,57.270000,56.400002,57.110001,57.110001,22177500
2016-10-13,56.700001,57.299999,56.320000,56.919998,56.919998,25313700
2016-10-14,57.119999,57.740002,57.119999,57.419998,57.419998,27402500
2016-10-17,57.360001,57.459999,56.869999,57.220001,57.220001,23830000
2016-10-18,57.529999,57.950001,57.410000,57.660000,57.660000,19149500
2016-10-19,57.470001,57.840000,57.400002,57.529999,57.529999,22878400
2016-10-20,57.500000,57.520000,56.660000,57.250000,57.250000,49455600
2016-10-21,60.279999,60.450001,59.490002,59.660000,59.660000,80032200
2016-10-24,59.939999,61.000000,59.930000,61.000000,61.000000,54067000
2016-10-25,60.849998,61.369999,60.799999,60.990002,60.990002,35137200
2016-10-26,60.810001,61.200001,60.470001,60.630001,60.630001,29911600
2016-10-27,60.610001,60.830002,60.090000,60.099998,60.099998,28479900
2016-10-28,60.009998,60.520000,59.580002,59.869999,59.869999,33574700
2016-10-31,60.160000,60.419998,59.919998,59.919998,59.919998,26434700
2016-11-01,59.970001,60.020000,59.250000,59.799999,59.799999,24533000
2016-11-02,59.820000,59.930000,59.299999,59.430000,59.430000,22147000
2016-11-03,59.529999,59.639999,59.110001,59.209999,59.209999,21600400
2016-11-04,58.650002,59.279999,58.520000,58.709999,58.709999,28697000
2016-11-07,59.779999,60.520000,59.779999,60.419998,60.419998,31664800
2016-11-08,60.549999,60.779999,60.150002,60.470001,60.470001,22935400
2016-11-09,60.000000,60.590000,59.200001,60.169998,60.169998,49632500
2016-11-10,60.480000,60.490002,57.630001,58.700001,58.700001,57822400
2016-11-11,58.230000,59.119999,58.009998,59.020000,59.020000,38767800
2016-11-14,59.020000,59.080002,57.279999,58.119999,58.119999,41328400
2016-11-15,58.330002,59.490002,58.320000,58.869999,58.869999,35904100
2016-11-16,58.939999,59.660000,58.810001,59.650002,59.650002,27332500
2016-11-17,60.410000,60.950001,59.970001,60.639999,60.639999,32132700
2016-11-18,60.779999,61.139999,60.299999,60.349998,60.349998,27686300
2016-11-21,60.500000,60.970001,60.419998,60.860001,60.860001,19652600
2016-11-22,60.980000,61.259998,60.810001,61.119999,61.119999,23206700
2016-11-23,61.009998,61.099998,60.250000,60.400002,60.400002,21848900
2016-11-25,60.299999,60.529999,60.130001,60.529999,60.529999,8409600
